# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1742026091000000000,1742026151015000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1742026091000000000,1742026151015000000,689187
FilePageCacheLockFree.totalPagesReadMs,1742026091000000000,1742026151015000000,13
FilePageCacheLockFree.totalHeapBytesAllocated,1742026091000000000,1742026151015000000,0
FilePageCache.totalPageLoadsUs,1742026091000000000,1742026151015000000,239338
FilePageCacheLockFree.totalHeapBytesReclaimed,1742026091000000000,1742026151015000000,0
DirectByteBufferAllocator.disposed,1742026091000000000,1742026151015000000,0
MappedFileStorage.totalPagesMapped,1742026091000000000,1742026151015000000,14
FilePageCacheLockFree.heapBytesInUse,1742026091000000000,1742026151015000000,0
FilePageCache.pageHits,1742026091000000000,1742026151015000000,0
FilePageCache.maxRegisteredFiles,1742026091000000000,1742026151015000000,571
FilePageCache.pageLoadsAboveSizeThreshold,1742026091000000000,1742026151015000000,0
StorageLockContext.competingThreads.90P,1742026091000000000,1742026151015000000,0
FilePageCacheLockFree.totalBytesRead,1742026091000000000,1742026151015000000,13746
FilePageCacheLockFree.totalPageAllocationsWaited,1742026091000000000,1742026151015000000,0
DirectByteBufferAllocator.hits,1742026091000000000,1742026151015000000,22
FilePageCacheLockFree.totalBytesRequested,1742026091000000000,1742026151015000000,57344
FileNameCache.totalMisses,1742026091000000000,1742026151015000000,68641
FileNameCache.queries,1742026091000000000,1742026151015000000,1060048
IndexesFlusher.totalFlushesRetried,1742026091000000000,1742026151015000000,0
Indexes.stubs.lookups,1742026091000000000,1742026151015000000,42.0
IndexesFlusher.totalFlushes,1742026091000000000,1742026151015000000,58
Indexes.entries.lookups,1742026091000000000,1742026151015000000,6.0
IndexesFlusher.totalFlushingTimeUs,1742026091000000000,1742026151015000000,186136
Indexes.entries.lookupDurationAvgMs,1742026091000000000,1742026151015000000,3.8333333333333335
Indexes.allKeys.lookupDurationMaxMs,1742026091000000000,1742026151015000000,0.0
Indexes.entries.lookupDurationMaxMs,1742026091000000000,1742026151015000000,22.0
Indexes.allKeys.lookupDuration90PMs,1742026091000000000,1742026151015000000,0.0
Indexes.stubs.lookupDurationAvgMs,1742026091000000000,1742026151015000000,0.6428571428571429
Indexes.allKeys.lookupDurationAvgMs,1742026091000000000,1742026151015000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1742026091000000000,1742026151015000000,0
Indexes.allKeys.lookups,1742026091000000000,1742026151015000000,0.0
Indexes.stubs.lookupDurationMaxMs,1742026091000000000,1742026151015000000,21.0
Indexes.stubs.lookupDuration90PMs,1742026091000000000,1742026151015000000,1.0
Indexes.entries.lookupDuration90PMs,1742026091000000000,1742026151015000000,22.0
jps.library.entities.serializer.save.entities.ms,1742026091000000000,1742026151015000000,0
jps.project.serializers.load.ms,1742026091000000000,1742026151015000000,32
jps.reload.project.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.entities.ms,1742026091000000000,1742026151015000000,0
jps.global.initialize.library.bridges.after.loading.ms,1742026091000000000,1742026151015000000,0
jps.global.handle.changed.events.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleBridge.before.changed.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1742026091000000000,1742026151015000000,40
jps.global.get.library.by.name.ms,1742026091000000000,1742026151015000000,0
workspaceModel.global.updates.count,1742026091000000000,1742026151015000000,0
workspaceModel.global.apply.state.to.project.ms,1742026091000000000,1742026151015000000,25
jps.load.project.to.empty.storage.ms,1742026091000000000,1742026151015000000,85
jps.apply.loaded.storage.ms,1742026091000000000,1742026151015000000,9
workspaceModel.mutableEntityStorage.to.snapshot.ms,1742026091000000000,1742026151015000000,2
workspaceModel.mutableEntityStorage.modify.entity.ms,1742026091000000000,1742026151015000000,2
jps.global.get.libraries.ms,1742026091000000000,1742026151015000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1742026091000000000,1742026151015000000,1
jps.app.storage.content.reader.load.component.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1742026091000000000,1742026151015000000,0
jps.global.initialize.library.bridges.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1742026091000000000,1742026151015000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1742026091000000000,1742026151015000000,0
jps.module.iml.entities.serializer.save.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.save.cache.to.file.ms,1742026091000000000,1742026151015000000,82
jps.load.initial.state.ms,1742026091000000000,1742026151015000000,6
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1742026091000000000,1742026151015000000,0
jps.facet.change.listener.before.change.events.ms,1742026091000000000,1742026151015000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1742026091000000000,1742026151015000000,0
workspaceModel.load.cache.from.file.ms,1742026091000000000,1742026151015000000,176
jps.facet.change.listener.init.bridge.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleBridge.update.option.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1742026091000000000,1742026151015000000,6
jps.global.get.library.ms,1742026091000000000,1742026151015000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1742026091000000000,1742026151015000000,95
workspaceModel.moduleManagerBridge.build.module.graph.ms,1742026091000000000,1742026151015000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1742026091000000000,1742026151015000000,55
workspaceModel.mutableEntityStorage.entities.by.source.ms,1742026091000000000,1742026151015000000,0
workspaceModel.global.updates.ms,1742026091000000000,1742026151015000000,0
jps.save.global.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1742026091000000000,1742026151015000000,1
jps.global.handle.before.change.events.ms,1742026091000000000,1742026151015000000,0
jps.library.entities.serializer.load.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.orphan.listener.update.ms,1742026091000000000,1742026151015000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1742026091000000000,1742026151015000000,1
jps.artifact.entities.serializer.load.entities.ms,1742026091000000000,1742026151015000000,0
jps.project.serializers.save.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1742026091000000000,1742026151015000000,361
workspaceModel.sync.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1742026091000000000,1742026151015000000,4
jps.save.changed.project.entities.ms,1742026091000000000,1742026151015000000,0
jps.artifact.entities.serializer.save.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1742026091000000000,1742026151015000000,0
jps.storage.jps.conf.reader.load.component.ms,1742026091000000000,1742026151015000000,6
jps.facet.change.listener.process.change.events.ms,1742026091000000000,1742026151015000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1742026091000000000,1742026151015000000,0
jps.module.iml.entities.serializer.load.entities.ms,1742026091000000000,1742026151015000000,12
workspaceModel.load.cache.metadata.from.file.ms,1742026091000000000,1742026151015000000,25
workspaceModel.to.snapshot.ms,1742026091000000000,1742026151015000000,1
workspaceModel.collect.changes.ms,1742026091000000000,1742026151015000000,0
workspaceModel.updates.count,1742026091000000000,1742026151015000000,3
workspaceModel.init.bridges.ms,1742026091000000000,1742026151015000000,1
workspaceModel.initializing.ms,1742026091000000000,1742026151015000000,1
workspaceModel.loading.total.ms,1742026091000000000,1742026151015000000,191
workspaceModel.check.recursive.update.ms,1742026091000000000,1742026151015000000,0
workspaceModel.loading.from.cache.ms,1742026091000000000,1742026151015000000,180
workspaceModel.pre.handlers.ms,1742026091000000000,1742026151015000000,0
workspaceModel.updates.precise.ms,1742026091000000000,1742026151015000000,13
workspaceModel.replace.project.model.ms,1742026091000000000,1742026151015000000,0
workspaceModel.update.unloaded.entities.ms,1742026091000000000,1742026151015000000,0
workspaceModel.updates.ms,1742026091000000000,1742026151015000000,39
