# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeTotalNS,1742026514180000000,1742026574219000000,11860548251
FlushQueue.executionTimeAvgNs,1742026514180000000,1742026574219000000,0.0
FlushQueue.queueSizeAvg,1742026514180000000,1742026574219000000,0.0
WriteAction.executionsCount,1742026514180000000,1742026574219000000,13
FlushQueue.queueSize90P,1742026514180000000,1742026574219000000,0
FlushQueue.waitingTimeAvgNs,1742026514180000000,1742026574219000000,0.0
JVM.GC.collections,1742026514180000000,1742026574219000000,29
JVM.threadCount,1742026514180000000,1742026574219000000,130
JVM.usedNativeBytes,1742026514180000000,1742026574219000000,346211528
OS.loadAverage,1742026514180000000,1742026574219000000,2.67138671875
JVM.totalCpuTimeMs,1742026514180000000,1742026574219000000,40492
JVM.GC.collectionTimesMs,1742026514180000000,1742026574219000000,127
JVM.maxHeapBytes,1742026514180000000,1742026574219000000,2147483648
JVM.totalBytesAllocated,1742026514180000000,1742026574219000000,1847704880
JVM.maxNativeBytes,1742026514180000000,1742026574219000000,-1
JVM.usedHeapBytes,1742026514180000000,1742026574219000000,262141984
